0.5241666666666667,0.026085795943386503,S7/minmax/modalidad/[24576 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5104166666666667,0.04571480886977435,S7/minmax/modalidad/[24576 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.4916666666666667,0.03132975932630897,S7/minmax/modalidad/[24576 256 256 256 256 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.11415929203539824,0.0035190207346431127,S7/minmax/estimulo/[24576 11],10-10-2024,Primer perceptron simple.
0.11504424778761062,0.005258789523895889,S7/minmax/estimulo/[24576 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.12123893805309735,0.003876419351313106,S7/minmax/estimulo/[24576 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.1084070796460177,0.0055309734513274336,S7/minmax/estimulo/[24576 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.10486725663716814,0.0026456329077657955,S7/minmax/estimulo/[24576 256 256 256 256 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.7642335766423358,0.008185277916790443,S7/minmax/artefacto/[24576 11],10-10-2024,Primer perceptron simple.
0.7817518248175184,0.010115811351485548,S7/minmax/artefacto/[24576 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.7229927007299268,0.012203104742555104,S7/minmax/artefacto/[24576 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.7412408759124087,0.0193997928685801,S7/minmax/artefacto/[24576 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.6678832116788321,0.04537158403986504,S7/minmax/artefacto/[24576 256 256 256 256 256 256 256 11],15-10-2024,Implmente MLP con ambas normalizaciones.
0.53375,0.01114534656257938,S7/prom0/modalidad/[24576 2],14-10-2024,Cambi� normalizacion mixmax a abs_prom0.
0.5558333333333333,0.009391189724653876,S7/prom0/modalidad/[24576 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5625,0.007395099728874517,S7/prom0/modalidad/[24576 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5270833333333333,0.00805525622049217,S7/prom0/modalidad/[24576 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.5570833333333333,0.015510692996195312,S7/prom0/modalidad/[24576 256 256 256 256 256 256 256 2],15-10-2024,Implmente MLP con ambas normalizaciones.
0.11283185840707965,0.003988441676398217,S7/prom0/estimulo/[24576 11],14-10-2024,Cambi� normalizacion mixmax a abs_prom0.
